x-axis,1,2
second,Volt,Volt
-235.9687E-09,+189.2741813899E-03,-116.8966696023E-03
-235.1875E-09,+183.8872467742E-03,-108.8564686834E-03
-234.4062E-09,+177.1636287558E-03,-96.9569713234E-03
-233.6250E-09,+169.1736790926E-03,-92.8564688547E-03
-232.8437E-09,+157.2741817326E-03,-88.6052126189E-03
-232.0625E-09,+152.4500611813E-03,-76.8564690261E-03
-231.2812E-09,+148.8922722747E-03,-72.5147605299E-03
-230.5000E-09,+133.3143829943E-03,-60.7760671883E-03
-229.7187E-09,+124.9525740386E-03,-55.7107406094E-03
-228.9375E-09,+116.9123731197E-03,-48.5248110381E-03
-228.1562E-09,+109.3545842559E-03,-40.5147608726E-03
-227.3750E-09,+100.8520717842E-03,-28.6152635126E-03
-226.5937E-09,+88.9324739219E-03,-24.2735550164E-03
-225.8125E-09,+80.7314689846E-03,-20.2534545569E-03
-225.0312E-09,+73.4148861484E-03,-12.3740576564E-03
-224.2500E-09,+68.5405143413E-03,-474.5602964E-06
-223.4687E-09,+56.7716702462E-03,+11.5857410820E-03
-222.6875E-09,+44.7113688679E-03,+15.2038314955E-03
-221.9062E-09,+28.7917710484E-03,+19.9173992842E-03
-221.1250E-09,+22.3596103133E-03,+31.6862433792E-03
-220.3437E-09,+16.3294596241E-03,+39.8872483165E-03
-219.5625E-09,+4.5103642733E-03,+48.6510673181E-03
-218.7812E-09,-3.6906406640E-03,+55.9978009078E-03
-218.0000E-09,-15.5901380240E-03,+60.1485546322E-03
-217.2187E-09,-20.8966706305E-03,+68.0279515327E-03
-216.4375E-09,-27.8514444253E-03,+79.9274488927E-03
-215.6562E-09,-39.7107407807E-03,+85.7163935543E-03
-214.8750E-09,-55.6303386002E-03,+92.2088557963E-03
-214.0938E-09,-62.5449113904E-03,+100.1887552084E-03
-213.3125E-09,-68.1127505268E-03,+108.2289561273E-03
-212.5313E-09,-79.9117453753E-03,+112.8922726603E-03
-211.7500E-09,-91.9720467537E-03,+116.4500615669E-03
-210.9688E-09,-104.0323481320E-03,+124.3093579651E-03
-210.1875E-09,-109.5800867661E-03,+132.3495588840E-03
-209.4063E-09,-116.3037047845E-03,+140.3897598029E-03
-208.6250E-09,-120.4343580066E-03,+144.3294582532E-03
-207.8438E-09,-132.1730513482E-03,+148.5807144891E-03
-207.0625E-09,-141.3388803958E-03,+160.3294580818E-03
-206.2813E-09,-148.4544582090E-03,+164.6711665780E-03
-205.5000E-09,-156.4544581233E-03,+172.5505634786E-03
-204.7188E-09,-164.4946590423E-03,+174.3194076807E-03
-203.9375E-09,-176.3941564022E-03,+176.7917694633E-03
-203.1563E-09,-180.4946588709E-03,+184.6108648570E-03
-202.3750E-09,-184.7459151068E-03,+188.7917693348E-03
-201.5938E-09,-196.4946586995E-03,+192.8118697942E-03
-200.8125E-09,-196.9770707547E-03,+196.8319702537E-03
-200.0313E-09,-206.1428998022E-03,+200.8520707132E-03
-199.2500E-09,-212.7961660626E-03,+208.7314676137E-03
-198.4688E-09,-216.9167690336E-03,+209.0530756504E-03
-197.6875E-09,-224.7961659341E-03,+210.5003118159E-03
-196.9063E-09,-236.6956632941E-03,+212.9726735984E-03
-196.1250E-09,-239.1077235698E-03,+220.7917689921E-03
-195.3438E-09,-241.1177737995E-03,+221.1133770288E-03
-194.5625E-09,-248.9167686908E-03,+223.0430252494E-03
-193.7813E-09,-253.0976731687E-03,+225.0530754791E-03
-193.0000E-09,-257.1177736281E-03,+225.1334774883E-03
-192.2188E-09,-257.2785776465E-03,+225.1334774883E-03
-191.4375E-09,-257.2785776465E-03,+232.8520703704E-03
-190.6563E-09,-264.9971705287E-03,+231.2440301866E-03
-189.8750E-09,-269.1780750065E-03,+229.2339799569E-03
-189.0938E-09,-271.5097332730E-03,+229.1535779477E-03
-188.3125E-09,-273.2886277263E-03,+229.1535779477E-03
-187.5313E-09,-273.3589794843E-03,+229.1535779477E-03
-186.7500E-09,-277.2182759254E-03,+229.1535779477E-03
-185.9688E-09,-281.2383763849E-03,+229.1535779477E-03
-185.1875E-09,-279.9519442378E-03,+221.4349850656E-03
-184.4063E-09,-277.4795824553E-03,+224.9726734699E-03
-183.6250E-09,-281.2383763849E-03,+223.2038292677E-03
-182.8438E-09,-285.2584768443E-03,+221.1937790380E-03
