time	V(n001)	V(n002)
3.447654748595767e-08	4.999996e-01	3.290579e-01
3.462269034310069e-08	4.999997e-01	3.327656e-01
3.476883320024372e-08	4.999997e-01	3.364732e-01
3.476983320024372e-08	4.999997e-01	3.364986e-01
3.579383320024488e-08	4.999999e-01	3.624774e-01
3.681783320024604e-08	5.000000e-01	3.884563e-01
3.784183320024720e-08	5.000000e-01	4.144351e-01
3.857683320024804e-08	5.000000e-01	4.330821e-01
3.857983320024804e-08	5.000000e-01	4.331582e-01
3.858283320024804e-08	5.000000e-01	4.332343e-01
3.858583320024805e-08	5.000000e-01	4.333104e-01
3.858883320024805e-08	5.000000e-01	4.333865e-01
3.859183320024805e-08	5.000000e-01	4.334626e-01
3.859483320024806e-08	5.000000e-01	4.335387e-01
3.859783320024806e-08	4.999999e-01	4.336148e-01
3.860283320024807e-08	4.999999e-01	4.337417e-01
3.860783320024807e-08	4.999999e-01	4.338685e-01
3.861283320024808e-08	4.999998e-01	4.339954e-01
3.861783320024808e-08	4.999997e-01	4.341222e-01
3.862283320024809e-08	4.999996e-01	4.342491e-01
3.862783320024809e-08	4.999995e-01	4.343759e-01
3.863283320024810e-08	4.999993e-01	4.345028e-01
3.864054748596240e-08	4.999991e-01	4.346985e-01
3.864826177167669e-08	4.999987e-01	4.348942e-01
3.865597605739099e-08	4.999983e-01	4.350899e-01
3.866369034310528e-08	4.999977e-01	4.352856e-01
3.867140462881957e-08	4.999971e-01	4.354814e-01
3.867911891453387e-08	4.999964e-01	4.356771e-01
3.868683320024816e-08	4.999956e-01	4.358728e-01
3.869911891453389e-08	4.999942e-01	4.361845e-01
3.871140462881962e-08	4.999924e-01	4.364961e-01
3.872369034310534e-08	4.999903e-01	4.368078e-01
3.873597605739108e-08	4.999879e-01	4.371195e-01
3.874826177167680e-08	4.999852e-01	4.374312e-01
3.876054748596253e-08	4.999821e-01	4.377429e-01
3.877283320024826e-08	4.999788e-01	4.380546e-01
3.878597605739113e-08	4.999748e-01	4.383880e-01
3.879911891453400e-08	4.999705e-01	4.387214e-01
3.881226177167688e-08	4.999657e-01	4.390549e-01
3.882540462881975e-08	4.999605e-01	4.393883e-01
3.883854748596262e-08	4.999549e-01	4.397217e-01
3.885169034310549e-08	4.999489e-01	4.400552e-01
3.886483320024836e-08	4.999424e-01	4.403886e-01
3.886583320024836e-08	4.999419e-01	4.404140e-01
3.889883320024840e-08	4.999236e-01	4.412512e-01
3.893183320024844e-08	4.999030e-01	4.420884e-01
3.896483320024848e-08	4.998801e-01	4.429256e-01
3.899783320024851e-08	4.998549e-01	4.437628e-01
3.903083320024855e-08	4.998274e-01	4.446000e-01
3.906383320024859e-08	4.997975e-01	4.454373e-01
3.909683320024863e-08	4.997654e-01	4.462745e-01
3.916626177167728e-08	4.996891e-01	4.480359e-01
3.923569034310592e-08	4.996095e-01	4.497973e-01
3.930511891453458e-08	4.995266e-01	4.515587e-01
3.937454748596323e-08	4.994403e-01	4.533201e-01
3.944397605739188e-08	4.993506e-01	4.550815e-01
3.951340462882053e-08	4.992577e-01	4.568429e-01
3.958283320024918e-08	4.991613e-01	4.586043e-01
3.962654748596351e-08	4.991026e-01	4.597133e-01
3.967026177167785e-08	4.990448e-01	4.608223e-01
3.971397605739219e-08	4.989881e-01	4.619314e-01
3.975769034310652e-08	4.989324e-01	4.630404e-01
3.980140462882085e-08	4.988778e-01	4.641494e-01
3.984511891453519e-08	4.988241e-01	4.652585e-01
3.988883320024952e-08	4.987715e-01	4.663675e-01
3.988983320024953e-08	4.987704e-01	4.663928e-01
3.995526177167817e-08	4.986948e-01	4.680528e-01
4.002069034310681e-08	4.986238e-01	4.697127e-01
4.008611891453546e-08	4.985575e-01	4.713726e-01
4.015154748596411e-08	4.984959e-01	4.730325e-01
4.021697605739276e-08	4.984389e-01	4.746925e-01
4.028240462882140e-08	4.983866e-01	4.763524e-01
4.034783320025004e-08	4.983390e-01	4.780123e-01
4.077083320025052e-08	4.981638e-01	4.887438e-01
4.079111891453626e-08	4.981610e-01	4.892585e-01
4.081140462882200e-08	4.981587e-01	4.897731e-01
4.083169034310773e-08	4.981570e-01	4.902877e-01
4.085197605739348e-08	4.981557e-01	4.908024e-01
4.087226177167921e-08	4.981550e-01	4.913170e-01
4.089254748596495e-08	4.981547e-01	4.918317e-01
4.091283320025069e-08	4.981550e-01	4.923463e-01
4.091383320025069e-08	4.981550e-01	4.923717e-01
4.098497605739363e-08	4.981602e-01	4.941766e-01
4.105611891453656e-08	4.981711e-01	4.959815e-01
4.112726177167950e-08	4.981875e-01	4.977864e-01
4.119840462882244e-08	4.982095e-01	4.995913e-01
4.126954748596538e-08	4.982371e-01	5.013962e-01
4.134069034310831e-08	4.982704e-01	5.032011e-01
4.141183320025125e-08	4.983092e-01	5.050060e-01
4.146526177167989e-08	4.983416e-01	5.063614e-01
4.151869034310851e-08	4.983766e-01	5.077169e-01
4.157211891453715e-08	4.984141e-01	5.090724e-01
4.162554748596578e-08	4.984543e-01	5.104279e-01
4.167897605739441e-08	4.984971e-01	5.117833e-01
4.173240462882304e-08	4.985425e-01	5.131388e-01
4.178583320025168e-08	4.985906e-01	5.144943e-01
4.178783320025168e-08	4.985924e-01	5.145451e-01
4.178983320025168e-08	4.985942e-01	5.145958e-01
4.181083320025170e-08	4.986137e-01	5.151302e-01
4.183183320025173e-08	4.986336e-01	5.156615e-01
4.185283320025175e-08	4.986538e-01	5.161898e-01
4.187383320025178e-08	4.986744e-01	5.167151e-01
4.189483320025180e-08	4.986953e-01	5.172374e-01
4.191583320025182e-08	4.987166e-01	5.177566e-01
4.193683320025185e-08	4.987382e-01	5.182728e-01
4.193783320025185e-08	4.987392e-01	5.182971e-01
4.199097605739477e-08	4.987956e-01	5.195799e-01
4.204411891453768e-08	4.988539e-01	5.208180e-01
4.209726177168060e-08	4.989141e-01	5.220114e-01
4.215040462882352e-08	4.989762e-01	5.231602e-01
4.220354748596644e-08	4.990402e-01	5.242643e-01
4.225669034310935e-08	4.991062e-01	5.253237e-01
4.230983320025227e-08	4.991740e-01	5.263385e-01
4.240283320025238e-08	4.992973e-01	5.279788e-01
4.249583320025248e-08	4.994247e-01	5.295046e-01
4.258883320025259e-08	4.995565e-01	5.309161e-01
4.268183320025269e-08	4.996924e-01	5.322131e-01
4.277483320025280e-08	4.998326e-01	5.333958e-01
4.286783320025290e-08	4.999770e-01	5.344641e-01
4.296083320025301e-08	5.001256e-01	5.354180e-01
4.296183320025301e-08	5.001273e-01	5.354280e-01
4.305669034311026e-08	5.002822e-01	5.363178e-01
4.315154748596751e-08	5.004399e-01	5.371425e-01
4.324640462882476e-08	5.006004e-01	5.379020e-01
4.334126177168201e-08	5.007637e-01	5.385965e-01
4.343611891453926e-08	5.009297e-01	5.392259e-01
4.353097605739651e-08	5.010985e-01	5.397902e-01
4.362583320025376e-08	5.012701e-01	5.402894e-01
4.367711891453953e-08	5.013636e-01	5.405461e-01
4.372840462882530e-08	5.014576e-01	5.407913e-01
4.377969034311108e-08	5.015522e-01	5.410252e-01
4.383097605739685e-08	5.016474e-01	5.412478e-01
4.388226177168263e-08	5.017430e-01	5.414589e-01
4.393354748596840e-08	5.018393e-01	5.416587e-01
4.398483320025417e-08	5.019360e-01	5.418471e-01
4.398583320025417e-08	5.019379e-01	5.418507e-01
4.407811891453999e-08	5.021134e-01	5.421630e-01
4.417040462882581e-08	5.022902e-01	5.424528e-01
4.426269034311162e-08	5.024681e-01	5.427203e-01
4.435497605739745e-08	5.026472e-01	5.429652e-01
4.444726177168327e-08	5.028276e-01	5.431878e-01
4.453954748596908e-08	5.030091e-01	5.433879e-01
4.463183320025490e-08	5.031919e-01	5.435655e-01
4.468569034311210e-08	5.032989e-01	5.436639e-01
4.473954748596931e-08	5.034062e-01	5.437578e-01
4.479340462882651e-08	5.035137e-01	5.438471e-01
4.484726177168372e-08	5.036215e-01	5.439318e-01
4.490111891454092e-08	5.037296e-01	5.440120e-01
4.495497605739813e-08	5.038380e-01	5.440877e-01
4.500883320025533e-08	5.039466e-01	5.441588e-01
4.500983320025533e-08	5.039486e-01	5.441601e-01
4.510326177168401e-08	5.041377e-01	5.442735e-01
4.519669034311268e-08	5.043273e-01	5.443787e-01
4.529011891454136e-08	5.045175e-01	5.444757e-01
4.538354748597004e-08	5.047082e-01	5.445645e-01
4.547697605739872e-08	5.048994e-01	5.446450e-01
4.557040462882739e-08	5.050912e-01	5.447174e-01
4.566383320025607e-08	5.052835e-01	5.447814e-01
4.571654748597042e-08	5.053921e-01	5.448158e-01
4.576926177168477e-08	5.055009e-01	5.448486e-01
4.582197605739911e-08	5.056098e-01	5.448798e-01
4.587469034311345e-08	5.057187e-01	5.449095e-01
4.592740462882780e-08	5.058278e-01	5.449376e-01
4.598011891454214e-08	5.059370e-01	5.449641e-01
4.603283320025649e-08	5.060464e-01	5.449891e-01
4.603383320025649e-08	5.060484e-01	5.449896e-01
4.613040462882803e-08	5.062490e-01	5.450316e-01
4.622697605739957e-08	5.064498e-01	5.450705e-01
4.632354748597111e-08	5.066508e-01	5.451063e-01
4.642011891454264e-08	5.068521e-01	5.451389e-01
4.651669034311418e-08	5.070536e-01	5.451684e-01
4.661326177168572e-08	5.072554e-01	5.451948e-01
4.670983320025726e-08	5.074574e-01	5.452181e-01
4.675940462882874e-08	5.075611e-01	5.452294e-01
4.680897605740023e-08	5.076649e-01	5.452403e-01
4.685854748597171e-08	5.077687e-01	5.452507e-01
4.690811891454320e-08	5.078725e-01	5.452606e-01
4.695769034311468e-08	5.079764e-01	5.452700e-01
4.700726177168617e-08	5.080804e-01	5.452789e-01
4.705683320025765e-08	5.081844e-01	5.452874e-01
4.705783320025765e-08	5.081865e-01	5.452875e-01
4.715383320025776e-08	5.083880e-01	5.453025e-01
4.724983320025787e-08	5.085896e-01	5.453164e-01
4.734583320025798e-08	5.087912e-01	5.453292e-01
4.744183320025809e-08	5.089930e-01	5.453409e-01
4.753783320025820e-08	5.091949e-01	5.453514e-01
4.763383320025831e-08	5.093969e-01	5.453609e-01
4.772983320025842e-08	5.095990e-01	5.453693e-01
4.773454748597271e-08	5.096090e-01	5.453697e-01
4.773926177168700e-08	5.096189e-01	5.453701e-01
4.774397605740129e-08	5.096288e-01	5.453704e-01
4.774869034311558e-08	5.096387e-01	5.453708e-01
4.775340462882987e-08	5.096487e-01	5.453712e-01
4.775811891454416e-08	5.096586e-01	5.453716e-01
4.776283320025845e-08	5.096685e-01	5.453720e-01
4.776811891454417e-08	5.096796e-01	5.453725e-01
4.777340462882989e-08	5.096908e-01	5.453729e-01
4.777869034311561e-08	5.097019e-01	5.453733e-01
4.778397605740134e-08	5.097130e-01	5.453738e-01
4.778926177168706e-08	5.097241e-01	5.453742e-01
4.779454748597278e-08	5.097353e-01	5.453746e-01
4.779983320025849e-08	5.097464e-01	5.453750e-01
4.780683320025850e-08	5.097611e-01	5.453756e-01
4.781383320025851e-08	5.097759e-01	5.453761e-01
4.782083320025852e-08	5.097906e-01	5.453767e-01
4.782783320025853e-08	5.098054e-01	5.453772e-01
4.783483320025853e-08	5.098201e-01	5.453778e-01
4.784183320025854e-08	5.098349e-01	5.453783e-01
4.784883320025855e-08	5.098496e-01	5.453788e-01
4.785954748597285e-08	5.098722e-01	5.453796e-01
4.787026177168715e-08	5.098947e-01	5.453804e-01
4.788097605740145e-08	5.099173e-01	5.453812e-01
4.789169034311574e-08	5.099399e-01	5.453820e-01
4.790240462883004e-08	5.099624e-01	5.453828e-01
4.791311891454434e-08	5.099850e-01	5.453835e-01
4.792383320025864e-08	5.100076e-01	5.453843e-01
4.794469034311580e-08	5.100515e-01	5.453857e-01
4.796554748597297e-08	5.100955e-01	5.453872e-01
4.798640462883013e-08	5.101394e-01	5.453886e-01
4.800726177168730e-08	5.101834e-01	5.453899e-01
4.802811891454447e-08	5.102273e-01	5.453912e-01
4.804897605740164e-08	5.102713e-01	5.453925e-01
4.806983320025880e-08	5.103152e-01	5.453938e-01
4.808183320025881e-08	5.103405e-01	5.453945e-01
